ally_top,ally_jungle,ally_mid,ally_adc,ally_supp,enemy_top,enemy_jungle,enemy_mid,enemy_adc,enemy_supp,target_win
166,246,101,222,9,98,113,90,145,497,0
-1,246,101,-1,-1,-1,113,-1,145,497,0
-1,246,101,222,-1,98,113,90,145,497,0
-1,246,101,222,9,98,113,-1,-1,497,0
82,200,55,221,12,777,203,103,22,25,1
82,-1,-1,-1,12,-1,203,103,-1,-1,1
-1,-1,55,221,-1,777,203,-1,-1,-1,1
82,200,55,221,12,777,203,-1,22,25,1
777,203,103,22,25,82,200,55,221,12,0
-1,203,-1,-1,-1,-1,-1,-1,-1,-1,0
777,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
777,203,-1,22,25,82,200,55,-1,12,0
17,950,893,202,267,240,904,7,145,111,1
17,-1,-1,-1,267,-1,904,-1,145,111,1
17,950,893,202,-1,240,904,7,145,111,1
17,950,893,202,-1,-1,904,7,145,111,1
240,904,7,145,111,17,950,893,202,267,0
240,904,-1,-1,-1,-1,-1,-1,202,267,0
240,904,7,-1,-1,17,950,-1,-1,267,0
-1,-1,-1,-1,-1,-1,950,893,202,267,0
36,31,142,222,63,2,254,99,360,111,0
36,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
36,31,142,222,-1,2,254,99,360,111,0
36,31,142,-1,63,2,254,99,-1,-1,0
2,254,99,360,111,36,31,142,222,63,1
2,254,99,-1,111,-1,31,-1,-1,63,1
-1,-1,-1,360,-1,36,-1,142,-1,63,1
-1,-1,-1,360,111,-1,-1,-1,-1,-1,1
24,517,240,804,161,75,56,887,222,267,0
24,-1,240,804,161,75,56,887,-1,267,0
24,517,240,804,161,-1,-1,-1,222,267,0
-1,-1,-1,-1,-1,-1,56,-1,-1,267,0
75,56,887,222,267,24,517,240,804,161,1
75,56,887,-1,267,24,517,240,804,161,1
-1,-1,-1,222,267,-1,-1,240,-1,-1,1
75,56,887,-1,267,-1,517,240,-1,161,1
516,120,245,11,37,420,91,112,21,53,1
516,120,-1,11,37,420,91,112,21,53,1
516,120,245,-1,-1,-1,-1,112,21,53,1
-1,-1,245,11,-1,420,-1,112,-1,-1,1
420,91,112,21,53,516,120,245,11,37,0
420,-1,-1,21,53,516,-1,245,-1,37,0
-1,91,-1,21,53,516,-1,245,-1,37,0
-1,-1,-1,-1,-1,-1,-1,-1,11,37,0
266,17,13,21,32,875,234,101,18,111,0
266,-1,13,21,-1,-1,234,-1,-1,111,0
266,17,13,21,32,875,234,101,18,-1,0
266,17,-1,21,-1,-1,-1,-1,-1,-1,0
875,234,101,18,111,266,17,13,21,32,1
-1,-1,-1,-1,-1,-1,17,-1,-1,32,1
-1,-1,-1,18,111,-1,-1,13,-1,32,1
875,234,-1,18,111,-1,17,13,21,-1,1
24,92,134,222,20,39,200,1,18,16,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,16,1
24,-1,-1,-1,-1,-1,-1,1,-1,16,1
-1,-1,-1,-1,20,39,200,-1,-1,-1,1
39,200,1,18,16,24,92,134,222,20,0
39,200,1,18,-1,-1,-1,-1,222,-1,0
-1,-1,1,18,16,24,92,134,-1,20,0
39,200,1,18,16,24,92,134,222,-1,0
145,77,45,498,161,67,32,34,222,16,1
145,-1,-1,-1,161,67,-1,34,-1,16,1
-1,77,-1,-1,-1,67,-1,34,222,16,1
145,-1,45,-1,-1,-1,32,-1,-1,-1,1
67,32,34,222,16,145,77,45,498,161,0
67,32,34,222,16,145,77,-1,498,161,0
-1,32,34,222,16,-1,-1,45,498,161,0
67,32,34,-1,16,-1,77,45,-1,161,0
223,517,127,15,117,23,11,38,22,147,0
-1,517,127,-1,117,23,11,-1,-1,-1,0
-1,517,127,15,-1,23,-1,-1,22,147,0
-1,517,127,15,117,23,11,38,22,147,0
23,11,38,22,147,223,517,127,15,117,1
23,-1,-1,-1,147,223,517,127,15,117,1
23,-1,38,-1,-1,-1,-1,-1,-1,-1,1
23,11,38,22,-1,-1,517,127,15,-1,1
157,141,134,51,50,75,234,69,81,350,1
157,141,134,51,-1,-1,234,69,81,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,81,-1,1
157,141,-1,51,50,75,234,69,81,350,1
75,234,69,81,350,157,141,134,51,50,0
-1,234,-1,81,350,-1,-1,-1,51,-1,0
-1,-1,-1,-1,-1,-1,-1,-1,51,-1,0
75,234,69,81,350,157,141,134,-1,-1,0
114,876,69,51,111,420,56,711,18,350,1
-1,876,-1,-1,-1,-1,-1,-1,-1,-1,1
114,876,69,51,111,-1,56,711,18,350,1
-1,-1,-1,-1,-1,-1,-1,-1,18,-1,1
420,56,711,18,350,114,876,69,51,111,0
420,-1,-1,-1,-1,114,-1,-1,51,-1,0
-1,-1,-1,-1,-1,-1,-1,-1,51,-1,0
-1,-1,-1,18,-1,-1,-1,-1,-1,-1,0
54,203,1,112,142,75,77,91,157,101,1
54,203,-1,112,-1,-1,-1,-1,-1,-1,1
54,-1,-1,-1,142,-1,77,-1,157,-1,1
54,203,-1,112,-1,-1,77,91,-1,-1,1
75,77,91,157,101,54,203,1,112,142,0
75,77,-1,157,-1,-1,-1,1,112,-1,0
-1,-1,91,157,-1,-1,-1,1,-1,-1,0
75,77,-1,-1,-1,-1,-1,1,112,-1,0
54,28,245,15,98,875,64,893,145,127,1
54,28,-1,15,98,-1,64,893,145,-1,1
54,-1,-1,15,-1,875,-1,893,-1,-1,1
54,-1,245,15,98,-1,-1,893,145,127,1
875,64,893,145,127,54,28,245,15,98,0
-1,64,-1,-1,-1,54,-1,-1,-1,-1,0
-1,-1,893,145,-1,54,28,-1,-1,-1,0
875,64,893,-1,-1,-1,28,-1,-1,-1,0
114,59,45,51,37,897,11,126,18,161,0
-1,-1,-1,-1,-1,-1,11,-1,-1,-1,0
114,59,45,51,37,-1,11,-1,-1,161,0
-1,59,-1,-1,-1,-1,-1,126,-1,161,0
897,11,126,18,161,114,59,45,51,37,1
897,11,126,-1,-1,-1,-1,45,-1,37,1
-1,-1,126,-1,-1,-1,-1,-1,-1,-1,1
-1,11,-1,-1,-1,-1,59,45,51,37,1
82,876,166,202,240,48,62,112,21,16,0
-1,876,166,202,240,48,-1,-1,-1,-1,0
-1,876,166,-1,240,48,-1,112,21,16,0
-1,876,166,202,-1,48,-1,-1,-1,16,0
48,62,112,21,16,82,876,166,202,240,1
48,62,112,-1,-1,82,-1,166,-1,240,1
-1,-1,-1,21,-1,-1,-1,-1,-1,-1,1
48,62,112,21,16,-1,876,-1,202,240,1
11,107,910,18,164,122,64,1,221,7,0
11,-1,-1,-1,164,-1,-1,1,221,7,0
-1,107,-1,-1,-1,-1,-1,-1,221,-1,0
11,107,910,18,-1,122,64,1,221,7,0
122,64,1,221,7,11,107,910,18,164,1
-1,-1,1,-1,7,11,-1,910,18,164,1
-1,-1,-1,-1,7,-1,107,-1,-1,-1,1
122,64,-1,221,-1,11,-1,-1,18,164,1
887,28,246,222,147,777,82,101,51,432,0
887,28,246,222,147,777,82,-1,51,432,0
-1,28,-1,222,147,777,-1,101,-1,432,0
887,28,246,222,-1,777,82,101,51,432,0
777,82,101,51,432,887,28,246,222,147,1
777,-1,101,-1,-1,-1,28,246,222,147,1
777,82,101,51,432,887,28,246,222,-1,1
777,82,101,51,432,887,28,-1,222,147,1
904,9,893,81,555,517,141,7,222,111,1
904,9,893,-1,555,-1,141,-1,222,111,1
-1,-1,893,81,-1,-1,-1,7,-1,-1,1
-1,-1,-1,81,-1,-1,-1,-1,-1,-1,1
517,141,7,222,111,904,9,893,81,555,0
-1,-1,-1,-1,-1,-1,-1,-1,81,555,0
517,141,-1,-1,-1,-1,9,893,-1,555,0
-1,141,-1,-1,-1,-1,-1,-1,-1,-1,0
150,79,157,804,526,4,62,55,81,902,1
150,79,-1,-1,526,4,-1,-1,-1,902,1
-1,-1,-1,-1,-1,-1,-1,55,-1,-1,1
-1,79,-1,-1,-1,-1,-1,-1,-1,902,1
4,62,55,81,902,150,79,157,804,526,0
4,-1,-1,-1,-1,150,-1,157,804,-1,0
-1,-1,55,81,902,150,-1,157,804,-1,0
-1,-1,55,81,902,-1,79,157,804,526,0
98,950,142,67,57,17,59,4,804,53,0
98,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
98,950,142,-1,57,-1,-1,-1,-1,-1,0
-1,-1,-1,-1,-1,17,-1,-1,-1,-1,0
17,59,4,804,53,98,950,142,67,57,1
17,-1,4,-1,-1,98,-1,-1,-1,-1,1
17,59,-1,804,53,98,950,142,67,57,1
-1,59,-1,-1,-1,-1,950,-1,-1,57,1
41,72,112,18,16,126,234,910,222,412,0
-1,-1,112,-1,-1,-1,-1,910,-1,412,0
41,72,112,-1,16,126,234,910,222,-1,0
41,-1,-1,-1,16,126,-1,910,222,412,0
126,234,910,222,412,41,72,112,18,16,1
-1,-1,910,-1,-1,-1,-1,-1,-1,-1,1
126,234,910,222,412,41,72,112,18,-1,1
-1,-1,910,222,-1,41,-1,112,18,16,1
420,9,246,22,497,19,91,3,804,147,0
420,9,246,22,497,-1,91,3,804,147,0
-1,9,246,22,497,19,91,3,804,-1,0
420,-1,-1,22,497,-1,-1,3,-1,147,0
19,91,3,804,147,420,9,246,22,497,1
19,-1,-1,-1,-1,-1,-1,-1,22,497,1
-1,-1,3,804,-1,-1,9,246,-1,-1,1
19,91,3,804,147,420,9,246,-1,497,1
223,11,24,29,350,36,62,134,112,45,1
-1,-1,24,29,-1,-1,62,-1,-1,-1,1
223,11,24,-1,350,36,62,-1,112,45,1
-1,-1,-1,-1,-1,36,62,-1,112,45,1
36,62,134,112,45,223,11,24,29,350,0
-1,-1,-1,-1,-1,223,11,-1,-1,350,0
36,62,134,112,45,223,-1,24,-1,-1,0
-1,62,-1,-1,-1,-1,-1,-1,-1,-1,0
122,33,103,236,143,27,233,55,523,57,0
122,33,103,236,143,27,233,-1,523,57,0
-1,-1,-1,236,-1,-1,-1,-1,-1,-1,0
122,33,103,-1,143,27,233,55,523,57,0
27,233,55,523,57,122,33,103,236,143,1
-1,233,-1,-1,57,122,33,-1,236,143,1
27,233,55,-1,-1,122,33,103,236,143,1
-1,233,55,523,-1,-1,33,103,-1,-1,1
164,28,910,222,63,114,517,126,45,26,1
-1,-1,-1,-1,-1,114,-1,-1,-1,26,1
-1,-1,-1,222,63,114,517,-1,-1,-1,1
164,-1,-1,-1,-1,-1,517,-1,45,-1,1
114,517,126,45,26,164,28,910,222,63,0
-1,-1,-1,45,-1,164,-1,910,222,63,0
114,-1,-1,-1,-1,164,-1,910,222,-1,0
-1,-1,-1,-1,-1,-1,28,-1,222,-1,0
90,56,157,202,89,54,77,127,51,99,1
90,56,-1,202,-1,54,77,127,51,-1,1
-1,-1,-1,-1,-1,54,-1,-1,-1,99,1
-1,-1,-1,-1,-1,54,-1,-1,-1,-1,1
54,77,127,51,99,90,56,157,202,89,0
-1,77,-1,-1,-1,90,56,157,-1,-1,0
-1,77,127,51,99,90,56,157,202,89,0
-1,77,-1,51,-1,90,56,157,-1,89,0
6,234,112,222,902,54,91,429,51,432,0
6,-1,-1,222,-1,-1,91,-1,51,432,0
-1,234,-1,-1,-1,-1,91,-1,51,432,0
-1,234,-1,-1,902,54,-1,429,-1,432,0
54,91,429,51,432,6,234,112,222,902,1
-1,-1,-1,-1,432,6,-1,112,-1,902,1
-1,-1,-1,-1,432,-1,234,112,222,-1,1
54,-1,429,-1,432,6,234,112,-1,902,1
223,11,39,115,518,86,950,105,96,412,1
-1,11,39,-1,-1,86,950,105,-1,412,1
-1,-1,-1,-1,-1,-1,950,105,-1,412,1
-1,11,39,115,518,86,950,-1,96,-1,1
86,950,105,96,412,223,11,39,115,518,0
-1,950,105,-1,412,223,-1,-1,115,518,0
-1,950,105,-1,-1,-1,-1,39,115,-1,0
86,-1,-1,96,412,-1,-1,39,115,518,0
804,80,18,147,800,55,35,145,81,29,1
-1,-1,-1,147,-1,-1,-1,-1,-1,-1,1
-1,-1,18,-1,-1,55,35,145,-1,29,1
804,80,18,147,-1,-1,-1,-1,-1,29,1
55,35,145,81,29,804,80,18,147,800,0
-1,35,-1,81,-1,-1,80,18,147,-1,0
-1,35,145,81,29,804,-1,18,147,800,0
55,35,-1,81,29,804,80,18,147,-1,0
202,120,134,51,37,875,31,245,29,350,1
202,120,134,51,37,875,31,245,29,-1,1
202,-1,-1,-1,37,875,31,245,-1,-1,1
-1,120,-1,-1,-1,-1,-1,-1,-1,350,1
875,31,245,29,350,202,120,134,51,37,0
875,-1,-1,29,-1,202,-1,-1,-1,-1,0
875,31,-1,29,350,-1,-1,-1,51,37,0
875,31,-1,29,350,202,-1,134,51,37,0
82,141,800,21,142,41,517,950,202,98,1
82,141,800,-1,142,41,517,950,202,98,1
82,-1,-1,21,-1,-1,517,950,-1,-1,1
82,141,-1,-1,142,-1,-1,-1,202,-1,1
41,517,950,202,98,82,141,800,21,142,0
-1,-1,950,-1,98,82,-1,-1,-1,-1,0
-1,-1,950,202,-1,-1,-1,-1,21,-1,0
41,517,-1,-1,-1,82,-1,800,-1,-1,0
75,517,55,51,555,266,143,103,804,12,0
75,-1,55,51,-1,-1,143,103,804,-1,0
75,-1,-1,-1,-1,266,-1,103,-1,-1,0
-1,517,55,51,555,266,143,-1,804,12,0
266,143,103,804,12,75,517,55,51,555,1
-1,143,103,804,12,-1,517,55,51,-1,1
-1,-1,-1,-1,-1,-1,-1,55,-1,-1,1
-1,-1,-1,-1,12,75,517,-1,-1,555,1
14,19,105,29,143,875,133,131,145,45,1
14,-1,-1,29,-1,875,133,131,-1,45,1
14,-1,105,-1,143,875,-1,-1,145,-1,1
-1,19,105,29,143,875,133,131,-1,-1,1
875,133,131,145,45,14,19,105,29,143,0
875,133,131,145,-1,14,19,105,-1,143,0
875,133,131,145,45,-1,19,105,-1,143,0
875,133,131,145,45,14,19,105,29,-1,0
164,141,268,81,555,23,64,157,202,25,0
-1,141,-1,-1,-1,-1,-1,-1,-1,25,0
-1,-1,-1,-1,-1,23,-1,-1,-1,-1,0
164,141,268,-1,555,23,64,157,-1,25,0
23,64,157,202,25,164,141,268,81,555,1
-1,-1,157,-1,25,-1,-1,268,81,-1,1
-1,-1,157,-1,-1,164,141,-1,81,555,1
23,64,157,202,25,-1,141,268,81,555,1
223,246,777,804,32,58,234,134,221,99,0
-1,-1,777,804,-1,-1,-1,-1,-1,99,0
-1,-1,777,804,32,-1,234,134,-1,-1,0
223,-1,777,804,32,-1,234,134,221,-1,0
58,234,134,221,99,223,246,777,804,32,1
58,234,-1,-1,99,223,246,777,-1,-1,1
-1,-1,134,221,99,-1,246,-1,804,32,1
-1,-1,-1,221,-1,-1,-1,-1,-1,-1,1
122,35,246,51,89,127,60,112,119,111,1
122,-1,246,51,-1,127,60,112,-1,-1,1
-1,35,246,51,89,127,60,112,119,111,1
122,35,-1,51,89,127,60,-1,-1,111,1
127,60,112,119,111,122,35,246,51,89,0
-1,60,112,119,111,122,35,246,51,89,0
127,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
-1,60,-1,-1,111,122,-1,-1,51,89,0
114,203,711,115,50,266,54,45,145,16,1
-1,203,-1,-1,50,-1,-1,45,-1,16,1
-1,203,-1,-1,50,266,54,-1,-1,16,1
-1,203,-1,-1,50,266,-1,-1,-1,-1,1
266,54,45,145,16,114,203,711,115,50,0
-1,-1,-1,-1,16,114,203,-1,115,50,0
-1,-1,45,-1,-1,-1,203,711,-1,-1,0
266,-1,45,145,-1,-1,-1,-1,-1,-1,0
10,234,910,145,350,11,62,134,498,26,1
10,234,-1,145,350,11,-1,134,498,-1,1
10,234,910,145,350,11,62,-1,498,-1,1
-1,-1,-1,-1,350,-1,-1,-1,-1,-1,1
11,62,134,498,26,10,234,910,145,350,0
-1,-1,-1,-1,26,-1,-1,-1,-1,-1,0
11,62,-1,498,-1,-1,-1,-1,-1,350,0
-1,-1,-1,-1,26,10,-1,-1,-1,-1,0
74,32,4,81,267,36,102,101,360,89,0
74,32,-1,81,-1,36,-1,-1,360,89,0
74,32,-1,81,-1,36,102,101,-1,-1,0
-1,32,-1,-1,-1,-1,-1,-1,-1,-1,0
36,102,101,360,89,74,32,4,81,267,1
36,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
-1,-1,101,-1,-1,-1,-1,4,81,-1,1
-1,-1,-1,-1,89,-1,-1,4,81,267,1
516,517,45,429,26,17,32,23,222,25,1
-1,517,-1,-1,26,17,32,-1,-1,-1,1
-1,517,-1,-1,-1,-1,-1,23,-1,-1,1
-1,-1,45,-1,-1,-1,-1,-1,-1,-1,1
17,32,23,222,25,516,517,45,429,26,0
17,32,23,222,25,516,517,45,-1,26,0
-1,32,23,222,-1,-1,517,45,-1,-1,0
-1,-1,23,-1,-1,-1,517,-1,-1,-1,0
19,143,777,202,89,164,35,157,804,147,1
19,-1,-1,202,89,164,35,157,804,147,1
-1,143,-1,202,-1,164,35,-1,804,147,1
19,-1,-1,-1,-1,164,35,157,-1,147,1
164,35,157,804,147,19,143,777,202,89,0
164,35,-1,804,147,19,143,777,202,-1,0
-1,-1,-1,804,-1,19,-1,-1,-1,-1,0
164,35,157,804,-1,19,143,777,202,89,0
84,203,800,145,12,75,254,39,18,888,0
-1,-1,800,145,-1,-1,-1,-1,-1,888,0
-1,203,-1,145,12,75,-1,-1,-1,888,0
84,203,800,145,-1,-1,-1,-1,-1,-1,0
75,254,39,18,888,84,203,800,145,12,1
-1,-1,-1,18,888,-1,203,-1,145,12,1
-1,-1,-1,-1,-1,84,203,800,-1,12,1
75,254,39,18,888,-1,203,800,-1,12,1
84,20,55,51,111,157,887,69,21,497,1
-1,20,55,51,-1,157,-1,-1,-1,-1,1
84,20,55,51,111,157,887,-1,21,497,1
-1,20,-1,-1,-1,-1,-1,-1,-1,-1,1
157,887,69,21,497,84,20,55,51,111,0
157,-1,-1,-1,497,-1,20,-1,51,111,0
157,-1,69,21,-1,84,20,55,51,111,0
-1,887,-1,21,497,-1,-1,55,51,-1,0
39,200,134,81,147,84,133,7,236,267,1
-1,-1,-1,-1,-1,84,-1,-1,-1,-1,1
-1,200,-1,-1,147,84,133,7,236,267,1
39,-1,-1,-1,-1,-1,-1,7,-1,-1,1
84,133,7,236,267,39,200,134,81,147,0
-1,133,-1,-1,-1,-1,-1,134,-1,-1,0
84,133,-1,236,-1,-1,-1,134,-1,-1,0
-1,-1,-1,-1,-1,-1,200,134,-1,147,0
2,200,105,804,111,86,102,245,51,412,1
2,200,105,804,111,-1,102,245,51,412,1
-1,200,105,804,111,86,102,245,51,412,1
-1,-1,105,-1,-1,-1,-1,245,-1,-1,1
86,102,245,51,412,2,200,105,804,111,0
-1,102,245,-1,412,2,200,105,804,-1,0
-1,102,245,-1,412,2,-1,-1,804,111,0
86,-1,-1,51,-1,-1,-1,105,-1,-1,0
6,876,90,63,800,777,9,35,18,111,1
-1,876,-1,-1,-1,-1,9,-1,-1,111,1
-1,876,90,-1,-1,777,-1,35,18,-1,1
-1,876,90,63,800,777,9,-1,-1,-1,1
777,9,35,18,111,6,876,90,63,800,0
777,9,-1,18,111,6,876,90,63,-1,0
-1,-1,-1,-1,-1,-1,876,-1,-1,800,0
777,-1,35,-1,111,6,876,90,-1,800,0
92,246,103,67,40,516,203,14,136,235,0
-1,-1,103,67,-1,-1,-1,14,-1,235,0
92,246,103,67,40,516,203,14,-1,235,0
92,246,103,67,40,516,-1,14,136,235,0
516,203,14,136,235,92,246,103,67,40,1
516,-1,-1,136,235,92,-1,-1,-1,40,1
516,203,14,136,235,-1,246,103,67,40,1
-1,-1,-1,-1,-1,-1,-1,103,-1,-1,1
420,35,55,21,518,74,31,777,22,147,0
420,-1,55,-1,-1,74,31,777,22,-1,0
420,35,-1,21,-1,74,31,-1,22,147,0
-1,-1,-1,21,-1,-1,-1,777,-1,-1,0
74,31,777,22,147,420,35,55,21,518,1
-1,-1,-1,-1,-1,-1,-1,55,21,-1,1
74,31,777,22,147,-1,35,-1,21,-1,1
74,31,777,-1,-1,420,35,55,21,518,1
39,234,8,51,111,799,203,103,145,53,1
-1,-1,-1,51,111,-1,-1,-1,-1,-1,1
-1,-1,8,-1,111,799,203,103,145,53,1
-1,-1,-1,-1,111,-1,-1,-1,-1,-1,1
799,203,103,145,53,39,234,8,51,111,0
-1,-1,-1,145,53,-1,234,-1,51,-1,0
-1,-1,103,145,53,39,-1,8,51,-1,0
799,203,-1,-1,-1,-1,-1,-1,-1,-1,0
80,79,85,804,267,106,91,517,67,526,0
80,-1,-1,804,267,106,91,517,-1,526,0
-1,79,-1,-1,267,-1,91,517,67,526,0
80,79,-1,804,267,106,91,517,67,526,0
106,91,517,67,526,80,79,85,804,267,1
106,91,517,-1,526,-1,79,-1,804,267,1
-1,-1,-1,-1,-1,-1,-1,85,-1,-1,1
106,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
887,72,81,15,117,84,77,105,18,412,0
-1,72,81,15,-1,-1,77,-1,18,-1,0
-1,-1,-1,-1,117,-1,77,-1,18,-1,0
887,72,-1,15,117,84,77,105,18,412,0
84,77,105,18,412,887,72,81,15,117,1
-1,-1,-1,-1,-1,-1,72,81,-1,-1,1
-1,77,-1,-1,412,-1,72,-1,-1,117,1
84,77,105,18,412,887,-1,-1,-1,-1,1
6,11,805,202,432,897,555,90,222,22,0
-1,-1,-1,202,-1,-1,555,-1,-1,-1,0
-1,-1,-1,202,432,-1,-1,90,-1,-1,0
6,11,805,202,-1,-1,555,90,-1,22,0
897,555,90,222,22,6,11,805,202,432,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,432,1
897,555,90,-1,22,6,11,805,202,432,1
-1,555,90,222,-1,-1,-1,-1,-1,-1,1
86,56,131,22,147,114,517,7,51,53,0
86,56,131,22,147,114,-1,7,51,53,0
86,-1,131,22,147,114,517,7,51,53,0
86,-1,-1,-1,147,-1,517,7,51,53,0
114,517,7,51,53,86,56,131,22,147,1
114,-1,-1,-1,-1,-1,56,-1,-1,-1,1
-1,-1,7,-1,53,-1,56,-1,-1,-1,1
114,517,7,51,53,-1,56,131,22,-1,1
516,35,166,112,111,420,121,101,29,53,0
516,35,166,112,111,420,-1,-1,29,53,0
-1,35,-1,112,111,420,121,101,29,53,0
516,35,-1,-1,111,420,121,-1,29,53,0
420,121,101,29,53,516,35,166,112,111,1
420,-1,101,29,53,516,-1,-1,-1,111,1
420,121,-1,29,-1,516,35,-1,-1,111,1
420,-1,101,29,53,516,35,166,112,111,1
84,104,55,202,555,799,56,166,910,25,0
-1,104,55,202,555,799,-1,166,910,-1,0
-1,104,-1,-1,-1,-1,-1,-1,-1,-1,0
84,-1,55,202,555,799,56,166,-1,25,0
799,56,166,910,25,84,104,55,202,555,1
799,56,-1,910,-1,84,-1,55,-1,555,1
799,-1,166,-1,-1,84,-1,55,-1,-1,1
-1,56,-1,910,25,-1,-1,55,202,555,1
2,234,800,81,43,875,62,112,202,89,1
-1,-1,-1,-1,-1,-1,62,-1,-1,-1,1
2,234,-1,81,-1,875,62,112,202,89,1
-1,-1,800,81,-1,-1,-1,-1,-1,-1,1
875,62,112,202,89,2,234,800,81,43,0
875,62,112,-1,89,2,234,-1,81,-1,0
-1,-1,-1,-1,-1,2,234,-1,-1,-1,0
875,62,112,-1,-1,-1,-1,800,81,-1,0
150,104,90,21,12,904,24,134,157,53,1
-1,-1,90,-1,-1,-1,-1,-1,157,53,1
-1,-1,-1,-1,-1,-1,-1,-1,157,-1,1
150,104,90,21,-1,-1,24,134,157,-1,1
904,24,134,157,53,150,104,90,21,12,0
-1,-1,-1,157,53,150,-1,-1,-1,-1,0
904,24,-1,157,53,-1,104,-1,21,12,0
-1,-1,134,-1,53,150,104,90,-1,12,0
106,121,777,112,89,23,517,114,498,26,0
106,-1,777,-1,89,-1,517,-1,-1,-1,0
-1,-1,777,-1,89,-1,-1,-1,498,-1,0
-1,-1,777,-1,89,23,-1,-1,-1,-1,0
23,517,114,498,26,106,121,777,112,89,1
23,517,114,498,26,-1,121,777,112,89,1
-1,-1,-1,-1,-1,-1,121,-1,-1,-1,1
-1,-1,114,498,-1,106,-1,777,112,89,1
17,107,777,51,53,157,48,238,800,412,0
-1,-1,777,-1,53,-1,48,-1,800,-1,0
17,-1,777,51,53,157,48,-1,800,412,0
17,-1,777,-1,53,-1,48,238,-1,412,0
157,48,238,800,412,17,107,777,51,53,1
-1,-1,-1,-1,412,-1,-1,-1,51,-1,1
157,-1,238,-1,412,17,107,777,51,53,1
157,-1,-1,800,-1,-1,-1,777,-1,-1,1
58,19,7,804,555,18,32,777,145,111,1
58,19,7,-1,555,18,32,777,145,111,1
-1,19,7,804,555,-1,32,777,-1,111,1
58,-1,-1,804,-1,-1,-1,777,145,-1,1
18,32,777,145,111,58,19,7,804,555,0
-1,-1,777,-1,111,58,19,-1,-1,555,0
18,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
-1,-1,-1,-1,111,-1,19,7,-1,-1,0
240,54,103,202,267,17,11,112,51,432,0
-1,54,-1,-1,-1,-1,-1,-1,-1,-1,0
240,-1,-1,-1,-1,-1,11,112,-1,-1,0
240,54,103,202,-1,17,-1,112,-1,432,0
17,11,112,51,432,240,54,103,202,267,1
17,11,112,-1,432,-1,54,-1,202,267,1
-1,11,-1,-1,432,-1,-1,103,202,267,1
17,11,112,51,432,240,-1,103,202,267,1
24,102,805,498,223,67,31,90,901,111,0
-1,102,805,-1,223,67,31,90,901,-1,0
24,102,805,498,223,67,31,90,901,-1,0
24,-1,805,-1,223,67,31,90,901,111,0
67,31,90,901,111,24,102,805,498,223,1
-1,31,-1,-1,-1,-1,102,805,-1,223,1
-1,-1,90,-1,-1,24,-1,805,-1,-1,1
-1,-1,-1,-1,-1,-1,102,-1,498,-1,1
240,59,55,29,888,84,6,202,777,99,0
-1,59,55,-1,-1,-1,6,202,777,99,0
240,-1,55,29,-1,84,-1,-1,-1,-1,0
-1,-1,-1,-1,888,-1,-1,-1,-1,-1,0
84,6,202,777,99,240,59,55,29,888,1
84,-1,202,777,99,240,59,55,29,888,1
-1,6,202,-1,99,240,-1,-1,29,-1,1
-1,-1,-1,-1,99,-1,-1,-1,-1,-1,1
7,121,245,29,89,777,104,101,112,267,0
7,121,245,29,89,-1,-1,-1,-1,267,0
7,121,245,29,89,-1,104,-1,112,267,0
7,-1,245,-1,89,-1,104,101,-1,-1,0
777,104,101,112,267,7,121,245,29,89,1
777,104,101,112,267,-1,-1,245,29,89,1
777,-1,-1,112,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,121,-1,-1,-1,1
54,141,105,51,89,8,77,777,429,412,0
54,141,-1,51,89,8,77,777,429,412,0
54,141,105,51,89,-1,77,-1,429,412,0
54,141,-1,51,-1,8,-1,777,-1,412,0
8,77,777,429,412,54,141,105,51,89,1
-1,-1,-1,-1,-1,-1,-1,-1,51,-1,1
-1,-1,777,-1,412,-1,-1,-1,51,-1,1
8,77,777,429,-1,54,-1,105,51,89,1
6,106,555,15,89,164,91,711,18,43,0
-1,-1,-1,-1,89,-1,-1,711,18,43,0
6,-1,555,15,89,164,-1,-1,18,43,0
6,-1,-1,-1,-1,-1,-1,-1,-1,43,0
164,91,711,18,43,6,106,555,15,89,1
-1,91,711,-1,-1,-1,106,555,15,89,1
164,91,711,18,43,-1,106,555,15,89,1
-1,91,-1,18,43,6,106,555,15,-1,1
54,35,75,222,50,157,131,3,21,555,0
54,-1,75,222,-1,157,131,-1,-1,-1,0
54,-1,75,222,50,157,131,-1,21,-1,0
-1,-1,-1,-1,50,157,-1,3,21,555,0
157,131,3,21,555,54,35,75,222,50,1
-1,131,3,21,555,54,35,75,222,50,1
-1,131,-1,21,-1,-1,35,-1,-1,-1,1
-1,-1,-1,21,555,-1,-1,-1,222,-1,1
62,121,84,21,147,13,76,245,81,89,0
