ally_top,ally_jungle,ally_mid,ally_adc,ally_supp,enemy_top,enemy_jungle,enemy_mid,enemy_adc,enemy_supp,target_win
-1,121,84,21,147,13,76,245,81,89,0
62,121,-1,21,147,13,76,-1,-1,89,0
-1,121,84,-1,-1,13,76,245,81,89,0
13,76,245,81,89,62,121,84,21,147,1
-1,-1,-1,-1,-1,-1,-1,-1,21,-1,1
13,76,245,81,89,62,121,84,-1,147,1
-1,-1,-1,81,-1,62,121,-1,-1,-1,1
875,62,105,42,127,420,56,800,18,412,1
-1,62,105,42,-1,420,56,-1,18,412,1
-1,62,105,42,-1,-1,56,-1,-1,-1,1
875,-1,-1,42,127,420,-1,-1,18,412,1
420,56,800,18,412,875,62,105,42,127,0
-1,-1,-1,-1,-1,-1,-1,-1,42,-1,0
420,56,-1,-1,-1,-1,62,105,42,127,0
-1,56,-1,-1,-1,-1,-1,-1,-1,127,0
777,238,245,21,267,39,517,90,498,497,0
777,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
-1,238,-1,21,-1,39,-1,-1,-1,497,0
-1,238,245,-1,267,39,517,90,-1,497,0
39,517,90,498,497,777,238,245,21,267,1
39,-1,-1,498,497,777,-1,-1,21,-1,1
39,-1,90,-1,497,777,-1,245,21,267,1
-1,-1,-1,-1,-1,-1,238,-1,-1,-1,1
31,122,38,804,432,6,19,99,29,235,0
-1,-1,38,-1,432,-1,-1,-1,-1,235,0
31,-1,38,-1,-1,6,19,-1,29,235,0
31,122,-1,-1,432,6,-1,99,-1,-1,0
6,19,99,29,235,31,122,38,804,432,1
-1,19,-1,-1,235,-1,122,38,-1,-1,1
6,19,99,29,235,31,-1,38,-1,432,1
6,19,99,29,235,31,-1,-1,804,432,1
157,19,13,235,111,36,20,112,222,902,1
-1,-1,-1,235,-1,-1,20,-1,222,-1,1
157,19,13,235,111,36,20,112,-1,902,1
-1,-1,-1,235,-1,-1,-1,-1,-1,-1,1
36,20,112,222,902,157,19,13,235,111,0
36,-1,-1,222,902,-1,-1,-1,235,-1,0
-1,-1,-1,-1,-1,-1,19,-1,235,-1,0
-1,-1,-1,-1,-1,-1,-1,13,235,-1,0
36,238,99,81,147,85,62,245,235,35,0
-1,-1,-1,81,-1,-1,-1,-1,-1,-1,0
36,238,99,81,-1,85,-1,-1,235,35,0
-1,-1,99,81,147,85,62,245,235,35,0
85,62,245,235,35,36,238,99,81,147,1
-1,-1,-1,-1,35,36,-1,99,81,147,1
-1,62,-1,235,-1,36,-1,-1,-1,-1,1
85,62,245,235,35,-1,238,99,81,147,1
82,64,45,523,267,2,950,131,51,432,0
82,-1,45,523,267,2,950,131,51,432,0
-1,-1,45,523,-1,-1,950,131,51,-1,0
82,64,45,523,267,2,-1,131,51,432,0
2,950,131,51,432,82,64,45,523,267,1
-1,-1,-1,51,-1,-1,64,-1,-1,-1,1
-1,-1,131,51,432,-1,-1,45,-1,-1,1
-1,-1,-1,-1,432,82,-1,-1,-1,-1,1
516,141,517,21,143,114,35,161,29,526,0
-1,-1,-1,-1,143,-1,-1,-1,-1,-1,0
516,-1,-1,-1,143,-1,-1,-1,-1,-1,0
-1,-1,517,-1,-1,-1,-1,-1,-1,526,0
114,35,161,29,526,516,141,517,21,143,1
-1,-1,161,29,526,516,-1,-1,21,-1,1
114,35,161,-1,526,-1,141,517,21,143,1
114,-1,161,29,526,516,141,517,21,-1,1
24,64,90,21,25,83,122,157,18,555,1
-1,-1,-1,-1,-1,-1,-1,157,-1,-1,1
-1,64,90,21,-1,-1,-1,157,18,555,1
24,-1,90,-1,-1,-1,-1,-1,18,-1,1
83,122,157,18,555,24,64,90,21,25,0
-1,-1,-1,-1,555,-1,64,-1,-1,-1,0
-1,-1,157,18,555,-1,-1,-1,-1,-1,0
83,122,157,-1,555,24,64,90,21,-1,0
122,17,157,901,412,106,141,25,202,526,0
-1,-1,-1,-1,412,-1,141,25,-1,526,0
-1,-1,-1,-1,-1,-1,141,-1,-1,-1,0
122,-1,157,-1,412,-1,-1,25,202,-1,0
106,141,25,202,526,122,17,157,901,412,1
106,-1,25,202,-1,122,17,157,-1,412,1
-1,141,-1,202,-1,122,-1,-1,-1,-1,1
106,-1,-1,202,-1,-1,17,-1,-1,-1,1
2,31,105,29,432,48,35,245,22,111,0
-1,-1,-1,-1,-1,48,-1,-1,-1,111,0
2,31,-1,29,432,48,-1,-1,22,111,0
-1,-1,-1,29,-1,48,35,-1,-1,-1,0
48,35,245,22,111,2,31,105,29,432,1
-1,35,245,-1,111,-1,31,-1,-1,432,1
48,35,245,-1,111,2,31,-1,29,-1,1
-1,35,-1,-1,-1,-1,-1,-1,-1,-1,1
875,102,246,22,99,10,233,127,222,902,1
875,-1,-1,-1,-1,-1,233,-1,-1,-1,1
875,-1,-1,22,-1,10,233,127,222,-1,1
875,-1,246,22,99,10,233,-1,222,902,1
10,233,127,222,902,875,102,246,22,99,0
10,233,127,-1,902,875,102,246,-1,-1,0
-1,233,-1,222,-1,875,-1,-1,-1,-1,0
-1,233,-1,-1,902,875,102,246,22,99,0
86,19,61,145,53,266,33,142,236,902,1
86,19,61,-1,53,266,33,142,236,902,1
-1,-1,-1,145,53,-1,-1,-1,236,902,1
86,-1,61,-1,-1,-1,-1,-1,-1,-1,1
266,33,142,236,902,86,19,61,145,53,0
266,-1,142,236,902,86,19,61,145,-1,0
266,-1,142,236,902,86,19,61,145,53,0
-1,-1,142,-1,-1,-1,19,-1,-1,-1,0
122,91,800,51,267,36,19,805,202,902,0
-1,-1,-1,51,-1,-1,19,-1,-1,-1,0
122,91,-1,51,267,36,-1,-1,-1,-1,0
-1,91,-1,-1,-1,-1,19,805,-1,902,0
36,19,805,202,902,122,91,800,51,267,1
36,19,-1,-1,902,-1,-1,-1,51,267,1
-1,19,-1,202,902,122,91,-1,-1,-1,1
36,-1,805,202,902,122,91,800,51,267,1
82,80,245,29,89,17,141,18,901,235,0
-1,-1,245,-1,-1,17,-1,-1,-1,-1,0
82,-1,245,29,-1,-1,141,18,901,235,0
82,80,245,-1,89,17,-1,18,901,235,0
17,141,18,901,235,82,80,245,29,89,1
17,141,18,901,235,82,80,245,-1,-1,1
17,141,18,901,-1,82,80,-1,29,89,1
17,-1,18,901,-1,82,80,-1,29,89,1
54,33,157,67,902,266,102,711,523,44,1
54,33,157,67,902,266,102,-1,523,44,1
-1,33,-1,67,-1,266,102,-1,-1,44,1
-1,-1,-1,67,-1,266,102,711,523,44,1
266,102,711,523,44,54,33,157,67,902,0
-1,-1,711,-1,-1,-1,33,-1,-1,-1,0
-1,102,-1,-1,-1,-1,-1,-1,-1,-1,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,902,0
516,64,90,22,147,777,33,3,804,60,1
516,-1,-1,22,-1,-1,33,-1,804,-1,1
516,64,-1,22,147,-1,-1,3,-1,-1,1
516,64,90,22,147,-1,33,3,-1,60,1
777,33,3,804,60,516,64,90,22,147,0
777,33,-1,804,-1,516,-1,-1,22,147,0
-1,-1,3,804,-1,-1,-1,-1,-1,147,0
-1,-1,3,804,-1,516,-1,90,-1,147,0
86,5,54,236,902,98,887,3,222,800,0
-1,5,-1,-1,-1,-1,-1,-1,-1,-1,0
86,-1,-1,236,-1,-1,887,-1,-1,-1,0
-1,-1,-1,-1,-1,98,-1,-1,-1,-1,0
98,887,3,222,800,86,5,54,236,902,1
98,887,3,222,800,86,5,-1,-1,902,1
98,887,3,-1,-1,-1,-1,-1,236,902,1
-1,887,-1,-1,-1,86,-1,54,-1,902,1
24,11,4,901,43,48,266,910,804,201,1
-1,-1,-1,-1,-1,48,266,910,-1,-1,1
-1,-1,-1,-1,-1,48,266,-1,804,-1,1
-1,11,4,-1,43,-1,-1,-1,804,201,1
48,266,910,804,201,24,11,4,901,43,0
48,-1,910,804,201,-1,11,-1,-1,-1,0
48,266,-1,-1,-1,-1,-1,4,901,43,0
48,266,910,804,201,24,-1,4,901,43,0
122,254,202,893,54,516,107,34,910,37,0
-1,-1,202,-1,-1,-1,107,-1,-1,-1,0
-1,-1,-1,893,-1,-1,107,34,-1,-1,0
122,-1,202,893,54,516,107,-1,-1,-1,0
516,107,34,910,37,122,254,202,893,54,1
-1,-1,34,910,-1,122,254,-1,-1,-1,1
-1,107,-1,910,37,-1,254,202,-1,54,1
-1,-1,34,-1,-1,-1,-1,202,-1,-1,1
90,203,800,51,161,901,57,134,21,89,0
-1,-1,-1,51,161,-1,57,134,-1,89,0
90,-1,800,51,-1,901,-1,-1,-1,-1,0
-1,203,800,-1,-1,-1,-1,134,-1,-1,0
901,57,134,21,89,90,203,800,51,161,1
901,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
901,57,-1,21,89,-1,203,800,-1,161,1
901,57,134,21,89,-1,203,800,51,161,1
75,64,136,202,267,86,517,55,804,26,0
-1,-1,-1,-1,-1,-1,517,-1,-1,-1,0
-1,-1,-1,-1,-1,-1,-1,-1,804,-1,0
-1,-1,-1,-1,-1,86,-1,-1,-1,-1,0
86,517,55,804,26,75,64,136,202,267,1
86,517,55,804,26,-1,-1,-1,202,-1,1
86,517,55,804,-1,75,-1,-1,-1,-1,1
86,-1,55,-1,26,-1,-1,-1,202,-1,1
58,5,105,804,526,74,102,805,51,267,0
58,5,105,804,-1,74,102,805,-1,267,0
-1,-1,-1,-1,-1,-1,102,-1,51,267,0
58,-1,105,804,526,74,102,-1,-1,-1,0
74,102,805,51,267,58,5,105,804,526,1
74,102,805,51,267,-1,5,105,804,526,1
-1,102,-1,-1,-1,-1,-1,-1,-1,-1,1
74,102,805,-1,267,58,5,105,-1,526,1
58,62,101,18,555,223,59,134,51,432,1
58,62,101,18,555,-1,59,134,51,432,1
58,62,101,18,-1,223,59,134,51,432,1
58,62,101,18,555,-1,-1,134,-1,432,1
223,59,134,51,432,58,62,101,18,555,0
223,-1,134,-1,-1,-1,-1,101,18,-1,0
223,59,-1,-1,432,-1,62,-1,18,555,0
223,59,134,-1,-1,58,62,-1,18,555,0
86,59,63,804,37,75,76,112,51,350,1
-1,59,-1,804,-1,75,76,-1,-1,350,1
-1,-1,63,804,37,-1,-1,112,-1,350,1
86,-1,63,804,-1,-1,76,112,51,350,1
75,76,112,51,350,86,59,63,804,37,0
75,-1,112,51,350,86,59,63,804,37,0
-1,-1,112,-1,-1,-1,-1,-1,-1,37,0
-1,-1,112,51,350,86,-1,63,-1,37,0
86,28,157,202,412,41,246,112,222,267,1
-1,-1,157,-1,-1,-1,-1,-1,222,-1,1
86,28,157,202,-1,41,246,112,222,267,1
-1,28,157,202,-1,41,246,112,-1,267,1
41,246,112,222,267,86,28,157,202,412,0
41,246,112,222,267,86,28,157,-1,-1,0
-1,246,-1,-1,-1,-1,-1,157,202,412,0
41,246,-1,222,267,86,28,-1,-1,-1,0
75,20,61,51,143,897,17,105,429,888,0
-1,20,61,51,-1,-1,-1,-1,-1,888,0
75,-1,61,51,143,-1,17,-1,429,-1,0
-1,-1,-1,51,-1,-1,-1,-1,-1,-1,0
897,17,105,429,888,75,20,61,51,143,1
-1,17,-1,429,888,75,-1,-1,51,143,1
897,-1,105,429,888,75,20,-1,-1,143,1
-1,17,-1,429,-1,-1,-1,-1,-1,-1,1
122,30,8,222,267,36,254,103,29,117,1
-1,-1,-1,-1,267,36,-1,-1,29,-1,1
122,-1,-1,-1,267,-1,254,103,29,117,1
122,-1,-1,222,267,-1,-1,-1,-1,-1,1
36,254,103,29,117,122,30,8,222,267,0
36,254,-1,-1,-1,-1,-1,-1,222,-1,0
-1,-1,-1,-1,117,122,-1,8,222,-1,0
36,254,103,-1,-1,122,30,-1,-1,267,0
36,950,55,51,3,77,30,84,202,143,0
-1,-1,-1,-1,-1,-1,-1,84,-1,143,0
-1,950,-1,51,3,77,-1,84,202,143,0
36,950,55,-1,3,77,-1,84,-1,143,0
77,30,84,202,143,36,950,55,51,3,1
-1,30,84,202,-1,36,950,55,51,3,1
-1,-1,84,-1,143,36,950,-1,-1,-1,1
77,-1,-1,202,143,36,-1,-1,-1,3,1
887,30,7,18,267,516,141,103,804,412,0
887,30,-1,-1,-1,-1,-1,-1,-1,-1,0
-1,30,7,18,267,-1,141,103,804,412,0
887,-1,7,18,267,-1,-1,-1,-1,-1,0
516,141,103,804,412,887,30,7,18,267,1
-1,-1,-1,804,412,-1,-1,-1,18,267,1
516,-1,-1,-1,412,-1,-1,-1,18,267,1
516,141,103,804,412,887,30,7,-1,267,1
82,59,245,202,412,516,200,127,51,25,0
-1,-1,-1,202,412,516,-1,127,-1,-1,0
82,59,245,-1,412,516,200,127,51,25,0
82,-1,-1,-1,-1,-1,-1,-1,-1,25,0
516,200,127,51,25,82,59,245,202,412,1
-1,200,127,51,25,82,-1,-1,-1,412,1
-1,200,-1,51,-1,-1,-1,-1,202,-1,1
-1,-1,-1,-1,-1,-1,59,-1,202,-1,1
68,904,12,222,99,27,5,45,22,147,0
-1,904,12,-1,-1,-1,5,45,-1,147,0
68,904,-1,-1,-1,-1,5,-1,-1,147,0
-1,-1,-1,-1,-1,27,-1,-1,-1,-1,0
27,5,45,22,147,68,904,12,222,99,1
-1,5,45,-1,-1,-1,-1,-1,-1,99,1
27,5,45,22,147,68,904,12,222,-1,1
-1,-1,-1,-1,-1,68,904,-1,-1,-1,1
50,141,112,21,26,777,56,103,429,16,0
50,141,112,21,26,777,-1,-1,429,16,0
50,-1,112,-1,-1,-1,56,-1,-1,-1,0
50,-1,112,-1,26,-1,56,-1,429,-1,0
777,56,103,429,16,50,141,112,21,26,1
777,56,-1,-1,16,-1,141,112,21,26,1
-1,56,103,-1,16,50,141,-1,21,26,1
-1,56,103,429,-1,50,-1,112,-1,-1,1
122,62,7,15,800,24,203,11,18,89,1
-1,62,7,-1,-1,24,203,-1,-1,-1,1
-1,-1,7,-1,-1,24,-1,-1,18,89,1
122,62,7,15,800,24,-1,11,-1,89,1
24,203,11,18,89,122,62,7,15,800,0
-1,-1,-1,-1,-1,-1,62,-1,-1,-1,0
24,203,11,18,89,122,-1,7,15,800,0
-1,-1,11,18,-1,-1,-1,-1,15,800,0
27,92,246,29,76,48,19,131,115,555,1
-1,-1,246,-1,-1,-1,-1,-1,-1,-1,1
-1,92,246,29,-1,48,19,131,115,555,1
27,92,-1,29,-1,-1,19,-1,-1,555,1
48,19,131,115,555,27,92,246,29,76,0
48,19,131,-1,555,27,92,246,29,76,0
-1,19,-1,-1,-1,27,92,-1,-1,-1,0
48,19,131,115,-1,-1,92,246,29,76,0
90,102,711,51,267,98,246,1,360,80,0
90,102,711,51,267,98,246,1,360,-1,0
90,102,711,51,-1,98,246,1,360,80,0
-1,-1,711,-1,267,98,-1,1,-1,80,0
98,246,1,360,80,90,102,711,51,267,1
98,-1,1,360,80,90,102,711,51,267,1
-1,-1,-1,-1,-1,-1,-1,-1,51,-1,1
-1,246,-1,-1,80,-1,-1,-1,-1,267,1
875,107,3,523,161,777,59,517,51,16,1
-1,-1,3,523,-1,777,-1,-1,51,16,1
875,-1,-1,523,161,-1,-1,-1,-1,-1,1
875,107,3,523,161,777,59,517,51,-1,1
777,59,517,51,16,875,107,3,523,161,0
777,59,517,-1,-1,-1,-1,-1,-1,161,0
777,-1,517,-1,-1,875,-1,3,523,161,0
777,-1,-1,51,-1,-1,107,-1,-1,-1,0
27,11,105,18,161,86,102,134,222,43,0
27,11,105,18,161,86,-1,134,222,43,0
-1,-1,-1,-1,-1,-1,-1,-1,222,-1,0
27,-1,105,18,161,86,102,134,-1,43,0
86,102,134,222,43,27,11,105,18,161,1
86,-1,134,222,43,-1,-1,-1,-1,161,1
86,-1,-1,222,43,-1,11,-1,-1,-1,1
86,102,134,222,43,-1,11,105,18,161,1
54,154,90,18,79,875,60,805,29,117,1
54,-1,90,-1,-1,-1,-1,805,-1,-1,1
-1,154,-1,-1,-1,875,-1,-1,29,-1,1
-1,-1,-1,-1,79,-1,-1,-1,-1,117,1
875,60,805,29,117,54,154,90,18,79,0
875,-1,-1,-1,117,-1,154,-1,-1,-1,0
875,60,805,29,-1,54,-1,90,18,79,0
-1,-1,-1,-1,-1,-1,-1,90,18,79,0
777,77,105,222,432,58,48,84,51,147,1
-1,77,-1,222,432,-1,-1,-1,-1,-1,1
777,77,105,222,432,-1,48,84,51,147,1
777,-1,105,-1,432,58,48,-1,51,-1,1
58,48,84,51,147,777,77,105,222,432,0
58,48,84,-1,-1,777,77,105,-1,432,0
-1,-1,-1,-1,147,-1,77,-1,-1,432,0
58,48,-1,51,147,777,77,105,-1,432,0
904,59,61,51,223,420,950,112,145,412,0
904,59,61,51,223,-1,950,112,-1,-1,0
-1,-1,61,51,223,-1,950,112,-1,412,0
904,59,61,51,223,-1,950,112,-1,412,0
420,950,112,145,412,904,59,61,51,223,1
420,950,112,145,412,904,59,61,51,-1,1
420,950,112,-1,-1,-1,-1,61,-1,223,1
-1,-1,112,145,-1,-1,59,61,51,-1,1
150,517,157,222,37,8,245,238,51,902,1
150,-1,157,-1,-1,-1,245,238,-1,-1,1
-1,-1,157,-1,-1,8,-1,-1,-1,-1,1
150,-1,157,-1,-1,-1,245,238,51,902,1
8,245,238,51,902,150,517,157,222,37,0
-1,-1,-1,51,-1,-1,-1,-1,-1,-1,0
8,245,238,-1,-1,150,517,-1,-1,37,0
8,245,-1,51,902,-1,-1,157,222,-1,0
238,120,55,145,53,90,59,112,81,43,1
238,120,55,145,53,90,-1,112,81,43,1
238,120,55,145,-1,90,59,-1,-1,-1,1
-1,-1,55,-1,53,90,59,-1,-1,43,1
90,59,112,81,43,238,120,55,145,53,0
90,59,112,81,43,-1,120,55,-1,53,0
90,59,112,-1,43,238,120,55,145,53,0
-1,-1,112,-1,43,-1,120,55,145,-1,0
127,64,777,222,902,420,31,7,429,350,0
-1,-1,777,-1,-1,420,-1,-1,-1,-1,0
127,64,-1,222,-1,420,-1,7,429,350,0
-1,-1,-1,-1,-1,420,31,-1,429,-1,0
420,31,7,429,350,127,64,777,222,902,1
-1,-1,-1,429,350,127,64,-1,222,902,1
-1,31,7,-1,-1,127,64,-1,222,902,1
420,31,7,-1,350,127,-1,777,222,-1,1
41,120,90,51,53,266,102,84,222,50,0
-1,-1,-1,51,-1,266,102,84,-1,-1,0
-1,120,-1,-1,-1,-1,102,84,222,50,0
41,120,90,-1,53,266,102,84,222,50,0
266,102,84,222,50,41,120,90,51,53,1
266,102,84,222,50,41,-1,-1,-1,53,1
-1,102,-1,222,50,41,120,90,51,53,1
266,-1,-1,-1,-1,-1,120,-1,-1,-1,1
23,246,7,22,147,41,35,31,221,223,0
23,246,-1,-1,147,-1,35,31,221,223,0
23,-1,-1,22,-1,41,35,31,221,223,0
23,-1,7,-1,147,41,35,-1,-1,223,0
41,35,31,221,223,23,246,7,22,147,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,147,1
41,35,-1,-1,223,-1,246,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,22,-1,1
80,62,115,21,25,114,141,800,81,60,1
80,62,115,-1,-1,114,141,800,-1,-1,1
-1,-1,-1,-1,25,114,141,-1,81,-1,1
80,62,-1,-1,25,114,141,-1,81,60,1
114,141,800,81,60,80,62,115,21,25,0
114,-1,-1,81,-1,80,-1,115,-1,-1,0
-1,-1,800,-1,-1,-1,-1,-1,-1,25,0
-1,-1,-1,-1,60,80,-1,-1,-1,-1,0
50,35,75,145,111,86,107,805,55,412,0
50,35,75,145,111,86,107,805,-1,412,0
50,-1,-1,-1,-1,-1,-1,-1,-1,412,0
-1,-1,-1,-1,111,-1,-1,805,-1,-1,0
86,107,805,55,412,50,35,75,145,111,1
-1,107,805,55,-1,-1,35,-1,145,111,1
-1,-1,-1,55,-1,50,35,75,145,-1,1
86,107,-1,55,-1,50,35,75,145,111,1
54,131,103,236,12,82,141,99,222,555,0
-1,131,103,-1,12,82,-1,-1,-1,-1,0
-1,-1,-1,236,-1,-1,-1,-1,-1,555,0
54,131,103,236,12,-1,-1,-1,222,555,0
82,141,99,222,555,54,131,103,236,12,1
82,-1,99,-1,-1,-1,131,103,236,-1,1
-1,-1,99,-1,-1,54,131,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,12,1
86,32,805,22,13,75,141,61,222,235,1
-1,-1,805,-1,-1,-1,141,61,222,235,1
-1,-1,805,22,13,75,-1,61,222,235,1
86,-1,805,22,13,75,-1,-1,-1,235,1
75,141,61,222,235,86,32,805,22,13,0
75,-1,61,222,235,-1,32,-1,22,13,0
-1,141,-1,-1,235,-1,-1,-1,-1,-1,0
-1,141,61,222,235,86,32,805,22,-1,0
23,141,69,800,267,75,28,134,51,147,1
23,-1,69,-1,-1,-1,-1,-1,51,147,1
-1,-1,-1,-1,-1,75,-1,-1,51,-1,1
23,141,-1,-1,-1,75,28,-1,-1,147,1
75,28,134,51,147,23,141,69,800,267,0
75,-1,-1,51,147,23,141,69,-1,-1,0
75,-1,134,51,147,23,141,69,800,267,0
-1,28,134,-1,147,-1,141,-1,800,-1,0
6,113,103,202,99,78,20,69,145,7,0
6,113,103,202,-1,78,20,69,145,7,0
6,113,103,202,99,78,20,-1,145,7,0
-1,113,103,-1,-1,-1,-1,-1,-1,-1,0
78,20,69,145,7,6,113,103,202,99,1
-1,-1,-1,-1,-1,-1,113,-1,-1,-1,1
78,20,69,-1,7,6,113,103,202,99,1
78,20,69,145,7,6,-1,103,202,99,1
420,32,4,222,117,14,56,245,145,111,0
-1,32,4,222,117,14,56,245,-1,-1,0
-1,32,4,-1,117,-1,56,245,145,111,0
420,-1,4,-1,117,14,-1,-1,145,-1,0
14,56,245,145,111,420,32,4,222,117,1
-1,-1,-1,-1,-1,-1,32,4,-1,-1,1
-1,56,245,145,111,420,32,4,222,117,1
-1,-1,-1,145,-1,420,32,-1,222,117,1
74,121,157,67,526,245,79,92,221,235,0
74,121,157,67,526,245,79,-1,-1,235,0
-1,-1,-1,-1,-1,245,-1,-1,-1,-1,0
-1,-1,157,-1,-1,245,79,92,221,235,0
245,79,92,221,235,74,121,157,67,526,1
245,79,92,221,235,-1,121,-1,67,526,1
245,-1,-1,-1,-1,-1,-1,-1,67,-1,1
-1,-1,92,-1,-1,-1,-1,-1,67,526,1
875,56,103,804,432,777,120,893,51,35,1
875,56,-1,804,432,777,120,893,51,35,1
875,56,103,-1,432,777,120,-1,-1,35,1
875,-1,103,-1,432,777,120,893,51,-1,1
777,120,893,51,35,875,56,103,804,432,0
777,120,-1,-1,-1,-1,-1,-1,-1,-1,0
-1,120,893,51,35,875,56,103,-1,432,0
777,-1,893,51,35,875,56,103,804,-1,0
54,102,2,110,117,58,245,103,145,526,1
-1,-1,-1,-1,-1,58,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,103,-1,-1,1
54,102,2,-1,117,58,245,103,145,526,1
58,245,103,145,526,54,102,2,110,117,0
-1,245,-1,-1,-1,-1,-1,2,110,-1,0
58,245,103,145,-1,-1,-1,-1,-1,-1,0
58,-1,-1,145,-1,-1,-1,-1,110,-1,0
777,246,142,34,412,887,35,55,498,432,0
-1,246,142,-1,412,-1,35,-1,498,-1,0
777,246,142,34,412,887,35,55,-1,432,0
777,246,142,34,412,-1,-1,-1,-1,432,0
887,35,55,498,432,777,246,142,34,412,1
887,35,55,498,432,-1,246,142,-1,412,1
-1,-1,55,498,432,777,246,142,-1,412,1
887,-1,55,498,432,777,246,142,34,412,1
150,517,1,222,147,17,32,8,221,888,1
150,517,1,-1,147,17,32,8,-1,-1,1
150,517,1,222,147,-1,32,8,221,888,1
-1,-1,-1,-1,147,-1,32,-1,-1,-1,1
17,32,8,221,888,150,517,1,222,147,0
-1,32,8,221,888,150,-1,-1,222,-1,0
17,32,8,-1,888,150,517,1,222,-1,0
17,-1,-1,221,888,-1,-1,-1,222,-1,0
92,19,85,67,40,36,35,13,222,147,1
92,-1,85,-1,-1,-1,-1,-1,222,147,1
-1,19,85,67,-1,36,-1,13,222,147,1
92,-1,-1,67,40,-1,35,-1,222,147,1
36,35,13,222,147,92,19,85,67,40,0
-1,-1,-1,-1,147,-1,-1,-1,-1,40,0
36,-1,13,222,147,92,19,85,67,40,0
-1,35,-1,-1,147,-1,-1,85,-1,-1,0
48,56,103,51,89,75,141,96,18,53,0
48,56,103,51,89,75,141,96,18,-1,0
-1,-1,-1,-1,-1,-1,141,-1,-1,-1,0
-1,-1,103,51,-1,75,-1,-1,18,53,0
75,141,96,18,53,48,56,103,51,89,1
75,141,96,18,53,48,56,103,-1,89,1
75,141,96,18,-1,48,-1,103,51,89,1
75,141,96,18,53,48,56,-1,-1,89,1
86,904,910,222,22,31,254,99,15,12,1
86,-1,910,222,22,31,254,99,15,12,1
86,-1,910,222,-1,31,-1,99,-1,12,1
86,904,910,222,-1,31,254,99,15,12,1
31,254,99,15,12,86,904,910,222,22,0
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
31,254,-1,-1,12,86,904,-1,222,-1,0
31,254,99,-1,12,86,904,-1,222,22,0
54,35,38,202,16,516,102,3,51,555,0
54,35,-1,202,-1,516,-1,3,51,-1,0
54,35,38,-1,16,516,102,3,51,555,0
54,-1,38,202,-1,516,102,3,-1,-1,0
516,102,3,51,555,54,35,38,202,16,1
516,102,-1,51,555,54,35,38,-1,16,1
516,-1,3,51,555,54,35,38,202,16,1
516,-1,3,51,555,54,35,38,202,16,1
17,121,777,804,526,75,246,18,4,99,0
17,121,777,804,526,-1,246,-1,4,99,0
-1,121,777,-1,526,-1,-1,18,4,99,0
17,-1,777,-1,-1,75,246,-1,4,99,0
75,246,18,4,99,17,121,777,804,526,1
75,246,18,-1,99,17,-1,777,804,-1,1
-1,246,-1,-1,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,4,-1,17,121,-1,-1,-1,1
79,131,246,236,902,83,102,101,222,117,0
-1,-1,246,-1,-1,-1,-1,-1,-1,-1,0
79,131,246,236,902,-1,102,101,222,117,0
-1,131,246,-1,902,83,-1,-1,-1,117,0
83,102,101,222,117,79,131,246,236,902,1
-1,102,-1,222,117,79,131,-1,236,902,1
-1,-1,-1,-1,-1,-1,-1,-1,236,-1,1
-1,102,101,-1,117,79,-1,246,236,-1,1
14,9,55,18,412,86,64,112,360,80,0
-1,-1,55,18,-1,-1,-1,112,360,-1,0
14,-1,55,-1,-1,86,64,-1,-1,-1,0
14,-1,-1,18,-1,86,64,-1,-1,80,0
86,64,112,360,80,14,9,55,18,412,1
86,64,112,360,80,14,-1,55,18,412,1
86,64,-1,-1,-1,14,9,-1,-1,-1,1
-1,-1,112,360,80,14,9,-1,18,-1,1
75,102,39,901,143,799,91,8,800,235,1
75,-1,39,-1,143,799,-1,-1,800,235,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,235,1
75,102,39,901,143,799,-1,8,-1,-1,1
799,91,8,800,235,75,102,39,901,143,0
-1,91,-1,-1,235,-1,-1,-1,901,-1,0
-1,-1,-1,-1,-1,75,102,-1,901,-1,0
799,91,-1,800,-1,75,102,-1,901,-1,0
67,35,112,498,89,58,233,805,222,888,1
67,-1,112,498,89,-1,233,805,222,888,1
67,35,112,498,-1,-1,-1,805,222,888,1
-1,35,112,-1,89,-1,-1,-1,222,888,1
58,233,805,222,888,67,35,112,498,89,0
-1,233,805,-1,-1,-1,35,-1,498,-1,0
-1,-1,805,222,-1,67,35,-1,498,89,0
58,233,805,-1,888,-1,35,112,-1,89,0
777,92,54,119,111,157,517,80,22,800,0
-1,-1,54,119,-1,157,517,80,-1,800,0
-1,-1,-1,-1,111,-1,-1,-1,-1,-1,0
777,-1,-1,119,111,157,517,80,22,800,0
157,517,80,22,800,777,92,54,119,111,1
157,-1,80,22,800,777,92,54,119,-1,1
-1,-1,80,22,800,777,92,54,-1,-1,1
157,517,-1,-1,-1,-1,-1,54,119,111,1
799,254,134,202,161,41,517,142,39,80,1
